order_id,product_id,order_date,courier_delivery,city,district,type_of_delivery,estimated_delivery_time_days,product_rating,ontime
30708,182,2022-08-15,JNE,Surabaya,Bubutan,Same Day,2,2,Ontime
275557,269,2023-01-18,Ninja Xpress,Malang,Kedungkandang,Next Day,2,1,Ontime
587530,260,2023-01-22,SiCepat,Bandar Lampung,Tanjung Senang,Express,5,4,Ontime
806007,283,2022-08-02,J&T Express,Pekanbaru,Rumbai,Same Day,4,2,Ontime
776809,136,2022-07-25,SiCepat,Bandar Lampung,Sukabumi,Same Day,3,3,Ontime
988434,135,2023-05-14,Ninja Xpress,Surabaya,Pabean Cantian,Reguler,5,5,Ontime
859887,132,2022-06-16,SiCepat,Pontianak,Pontianak Barat,Next Day,3,4,Ontime
934698,216,2023-04-06,J&T Express,Pekanbaru,Payung Sekaki,Reguler,2,3,Ontime
241832,293,2022-10-08,POS Indonesia,Surabaya,Bulak,Express,2,4,Ontime
741869,261,2022-11-27,POS Indonesia,Tangerang,Pasar Kemis,Reguler,2,3,Ontime
504749,225,2022-10-27,JNE,Jakarta,Kramat Jati,Next Day,5,1,Ontime
61058,298,2022-07-16,SiCepat,Bandar Lampung,Tanjung Karang Timur,Same Day,4,1,Ontime
589102,232,2023-05-08,JNE,Pontianak,Pontianak Barat,Next Day,2,4,Ontime
950269,125,2022-07-13,POS Indonesia,Depok,Tapos,Reguler,1,5,Ontime
512621,216,2022-09-03,J&T Express,Tangerang,Sepatan,Next Day,5,3,Ontime
618585,244,2022-08-05,POS Indonesia,Batam,Bulang,Reguler,4,5,Ontime
632899,154,2022-07-16,SiCepat,Batam,Bulang,Same Day,2,3,Ontime
525536,293,2023-03-12,JNE,Denpasar,Kuta,Reguler,3,4,Ontime
385620,238,2023-04-06,JNE,Bogor,Parung Panjang,Express,1,2,Ontime
461424,189,2022-10-17,POS Indonesia,Pekanbaru,Rumbai,Same Day,2,5,Ontime
78587,232,2023-04-06,Ninja Xpress,Pontianak,Pontianak Selatan,Next Day,4,1,Ontime
298728,228,2022-10-15,JNE,Tangerang,Karawaci,Same Day,3,2,Ontime
740122,299,2022-11-17,JNE,Bandar Lampung,Sukarame,Same Day,1,1,Ontime
515505,299,2023-02-25,SiCepat,Pekanbaru,Rumbai,Reguler,1,2,Ontime
496109,132,2022-12-11,POS Indonesia,Denpasar,Kerobokan,Reguler,2,4,Ontime
890392,277,2022-09-23,Ninja Xpress,Surakarta,Jatipuro,Same Day,3,4,Ontime
559480,189,2022-12-03,SiCepat,Surabaya,Rungkut,Reguler,2,3,Ontime
970771,167,2023-04-25,JNE,Bogor,Bogor Selatan,Express,2,2,Ontime
372752,148,2022-12-25,JNE,Bandung,Mandalajati,Next Day,4,1,Ontime
572400,270,2022-08-04,JNE,Tangerang,Pagedangan,Next Day,2,2,Ontime
390088,261,2022-08-19,Ninja Xpress,Depok,Sawangan,Next Day,3,2,Ontime
607329,184,2022-12-04,SiCepat,Bogor,Tanah Sereal,Express,3,5,Ontime
486025,298,2022-08-23,POS Indonesia,Bogor,Cigombong,Next Day,2,5,Ontime
758016,148,2023-02-27,SiCepat,Bandung,Coblong,Same Day,2,4,Ontime
792345,213,2023-06-09,SiCepat,Tangerang,Serpong Selatan,Next Day,4,3,Ontime
253517,184,2023-01-24,SiCepat,Tangerang,Kosambi,Next Day,5,5,Ontime
620574,271,2023-05-17,JNE,Tangerang,Curug,Next Day,1,5,Ontime
290513,241,2023-01-15,JNE,Bandung,Kiaracondong,Same Day,5,1,Ontime
420350,250,2023-02-08,SiCepat,Pontianak,Pontianak Tenggara,Next Day,5,2,Ontime
453860,237,2023-05-24,POS Indonesia,Bandar Lampung,Tanjung Senang,Same Day,4,3,Ontime
103253,151,2022-08-18,SiCepat,Yogyakarta,Prawirotaman,Express,2,5,Ontime
798971,216,2023-05-29,J&T Express,Malang,Lowokwaru,Reguler,2,4,Ontime
149964,269,2022-12-08,POS Indonesia,Semarang,Semarang Utara,Same Day,1,2,Ontime
643203,142,2022-07-10,JNE,Bogor,Ciawi,Reguler,4,4,Ontime
600019,179,2022-09-02,POS Indonesia,Padang,Nanggalo,Next Day,2,2,Ontime
652682,268,2022-08-14,POS Indonesia,Pontianak,Pontianak Barat,Next Day,3,4,Ontime
211823,210,2022-08-15,JNE,Bandung,Cibiru,Same Day,3,3,Ontime
899179,122,2022-06-26,POS Indonesia,Padang,Koto Tangah,Reguler,5,5,Ontime
855495,190,2022-10-17,J&T Express,Depok,Cilodong,Express,5,1,Ontime
61210,294,2022-08-18,JNE,Yogyakarta,Keparakan,Same Day,1,4,Ontime
456012,126,2023-03-13,POS Indonesia,Padang,Bungus Teluk Kabung,Express,5,4,Ontime
399369,189,2023-01-21,J&T Express,Bogor,Parung Panjang,Next Day,5,4,Ontime
77349,228,2022-10-05,JNE,Denpasar,Jimbaran,Express,5,2,Ontime
221592,134,2023-04-28,Ninja Xpress,Batam,Galang,Same Day,4,1,Ontime
310241,232,2022-10-29,JNE,Denpasar,Renon,Express,5,2,Ontime
152452,284,2023-03-29,Ninja Xpress,Yogyakarta,Gondomanan,Express,1,1,Ontime
83838,168,2022-11-29,J&T Express,Padang,Padang Utara,Express,3,5,Ontime
632037,200,2022-07-30,J&T Express,Malang,Pakis,Reguler,1,4,Ontime
677617,245,2022-09-16,SiCepat,Yogyakarta,Gondomanan,Reguler,5,4,Ontime
41062,153,2022-10-25,SiCepat,Malang,Singosari,Same Day,1,3,Ontime
652245,225,2022-07-17,SiCepat,Palembang,Bukit Kecil,Reguler,2,3,Ontime
119254,244,2023-04-30,Ninja Xpress,Semarang,Semarang Timur,Same Day,2,1,Ontime
45710,214,2022-09-16,SiCepat,Makassar,Ujung Pandang,Next Day,1,4,Ontime
423899,215,2023-01-04,Ninja Xpress,Tangerang,Kosambi,Reguler,1,4,Ontime
183513,227,2023-03-25,POS Indonesia,Bandar Lampung,Labuhan Ratu,Express,5,5,Ontime
493193,184,2022-10-03,J&T Express,Bogor,Bogor Tengah,Next Day,5,4,Ontime
558555,257,2023-02-14,POS Indonesia,Palembang,Sukabangun,Same Day,5,2,Ontime
102829,191,2022-11-18,JNE,Denpasar,Kuta,Express,1,4,Ontime
749961,214,2023-01-27,Ninja Xpress,Padang,Bungus Teluk Kabung,Express,5,3,Ontime
537435,140,2022-10-26,JNE,Denpasar,Padangsambian Klod,Reguler,2,3,Ontime
846953,208,2023-01-25,Ninja Xpress,Pontianak,Pontianak Kota,Reguler,2,3,Ontime
608524,145,2023-01-08,JNE,Depok,Beji,Express,3,4,Ontime
437240,135,2023-02-04,Ninja Xpress,Makassar,Bontoala,Reguler,1,5,Ontime
283318,236,2022-11-17,Ninja Xpress,Bandar Lampung,Langkapura,Same Day,2,3,Ontime
179507,294,2023-01-24,SiCepat,Denpasar,Jimbaran,Same Day,5,3,Ontime
483608,245,2023-04-07,SiCepat,Batam,Sei Beduk,Reguler,4,4,Ontime
594331,283,2023-05-18,J&T Express,Jakarta,Makasar,Next Day,2,5,Ontime
668653,130,2022-10-06,POS Indonesia,Surabaya,Lakarsantri,Same Day,3,3,Ontime
489406,114,2022-11-07,JNE,Palembang,Sukarami,Same Day,5,5,Ontime
880410,164,2022-06-22,JNE,Malang,Pakisaji,Reguler,4,1,Ontime
305583,286,2023-01-17,Ninja Xpress,Palembang,Sukabangun,Express,2,2,Ontime
989352,122,2023-05-09,POS Indonesia,Yogyakarta,Mergangsan,Same Day,2,3,Ontime
535929,143,2022-09-15,JNE,Palembang,Ilir Barat II,Same Day,5,5,Ontime
429234,216,2022-08-03,SiCepat,Surakarta,Banyudono,Reguler,1,1,Ontime
620720,206,2022-09-09,SiCepat,Surabaya,Benowo,Next Day,3,3,Ontime
254873,296,2022-06-29,JNE,Denpasar,Nusa Dua,Reguler,4,2,Ontime
79792,254,2022-12-07,SiCepat,Makassar,Tamalate,Express,2,2,Ontime
527259,270,2023-01-05,SiCepat,Palembang,Seberang Ulu I,Reguler,4,3,Ontime
279462,177,2022-08-13,J&T Express,Denpasar,Sanur,Next Day,5,2,Ontime
926309,261,2023-04-05,Ninja Xpress,Batam,Batam Kota,Reguler,2,2,Ontime
11873,230,2023-04-19,Ninja Xpress,Makassar,Ujung Pandang,Next Day,5,2,Ontime
111679,148,2022-10-06,Ninja Xpress,Jakarta,Ciracas,Same Day,1,4,Ontime
782946,151,2022-09-27,SiCepat,Denpasar,Denpasar Utara,Reguler,2,5,Ontime
482296,245,2022-07-07,J&T Express,Padang,Pauh,Reguler,5,4,Ontime
219680,174,2023-03-08,POS Indonesia,Batam,Batam Kota,Express,1,4,Ontime
831488,281,2022-09-02,Ninja Xpress,Surabaya,Semampir,Same Day,1,5,Ontime
976019,184,2022-08-19,JNE,Pekanbaru,Marpoyan Damai,Next Day,1,4,Ontime
718046,131,2023-02-01,Ninja Xpress,Surakarta,Serengan,Same Day,4,1,Ontime
75014,111,2023-04-13,Ninja Xpress,Surakarta,Kraton,Express,1,1,Ontime
948156,282,2023-02-09,J&T Express,Bandung,Babakan Ciparay,Next Day,5,2,Ontime
726889,126,2022-09-02,Ninja Xpress,Surabaya,Simokerto,Next Day,4,1,Ontime
74813,264,2022-12-03,Ninja Xpress,Padang,Nanggalo,Same Day,5,3,Ontime
842748,203,2022-09-22,SiCepat,Bandung,Babakan Ciparay,Same Day,2,5,Ontime
258052,220,2023-01-26,Ninja Xpress,Makassar,Biringkanaya,Reguler,3,1,Ontime
212704,221,2022-06-21,JNE,Bandung,Cidadap,Express,2,1,Ontime
874103,208,2022-09-04,Ninja Xpress,Bandung,Panyileukan,Next Day,2,2,Ontime
370831,213,2022-10-16,POS Indonesia,Semarang,Semarang Tengah,Next Day,5,1,Ontime
459660,223,2022-10-10,JNE,Bogor,Citeureup,Reguler,4,3,Ontime
763307,145,2022-12-16,JNE,Malang,Klojen,Express,4,1,Ontime
830145,273,2022-09-21,SiCepat,Medan,Medan Helvetia,Same Day,1,5,Ontime
463679,184,2022-06-11,Ninja Xpress,Pontianak,Pontianak Kota,Reguler,2,1,Ontime
755327,252,2022-11-14,JNE,Bandung,Bojongloa Kaler,Reguler,4,1,Ontime
222352,170,2023-02-06,SiCepat,Makassar,Tamalate,Same Day,5,3,Ontime
794,135,2023-05-03,JNE,Makassar,Panakkukang,Same Day,4,3,Ontime
178561,155,2022-10-06,Ninja Xpress,Bandar Lampung,Sukarame,Next Day,5,3,Ontime
1885,243,2023-03-11,JNE,Padang,Pauh,Same Day,4,2,Ontime
341927,195,2023-02-09,J&T Express,Bandung,Cibeunying Kidul,Reguler,4,3,Ontime
367247,241,2023-02-04,SiCepat,Pontianak,Pontianak Barat,Reguler,5,4,Ontime
428191,244,2023-03-01,J&T Express,Yogyakarta,Kraton,Express,2,3,Ontime
324950,185,2022-12-19,POS Indonesia,Yogyakarta,Keparakan,Next Day,3,1,Ontime
928306,258,2023-01-19,JNE,Denpasar,Renon,Same Day,1,1,Ontime
810812,154,2023-03-02,JNE,Makassar,Batu,Same Day,5,1,Ontime
900107,197,2022-06-23,POS Indonesia,Surakarta,Batuwarno,Next Day,4,3,Ontime
145047,146,2022-12-01,POS Indonesia,Makassar,Ujung Pandang,Next Day,2,3,Ontime
866354,195,2022-09-06,POS Indonesia,Depok,Bojongsari,Express,2,1,Ontime
313633,243,2023-06-11,Ninja Xpress,Surakarta,Kebakkramat,Next Day,5,2,Ontime
959186,238,2022-07-23,SiCepat,Bekasi,Jati Sampurna,Express,5,3,Ontime
930047,188,2022-06-25,SiCepat,Yogyakarta,Prawirotaman,Next Day,5,1,Ontime
733719,295,2023-02-02,Ninja Xpress,Depok,Mekarsari,Same Day,2,4,Ontime
431759,135,2022-12-14,POS Indonesia,Pekanbaru,Tampan,Same Day,1,1,Ontime
683727,128,2022-06-17,JNE,Padang,Padang Barat,Reguler,5,2,Ontime
854300,180,2023-01-08,Ninja Xpress,Bekasi,Jatiasih,Next Day,4,1,Ontime
570298,266,2023-03-16,POS Indonesia,Pontianak,Pontianak Utara,Next Day,5,3,Ontime
344704,119,2023-04-13,POS Indonesia,Medan,Medan Johor,Next Day,4,4,Ontime
826691,137,2022-08-14,Ninja Xpress,Semarang,Tugu Mulyo,Express,1,2,Ontime
242082,251,2022-09-10,J&T Express,Denpasar,Jimbaran,Same Day,5,2,Ontime
677301,189,2023-04-27,J&T Express,Batam,Sagulung,Same Day,2,3,Ontime
191979,132,2023-04-03,POS Indonesia,Pekanbaru,Lima Puluh,Reguler,1,4,Ontime
944949,282,2022-10-14,J&T Express,Bandar Lampung,Panjang,Next Day,5,4,Ontime
967210,164,2022-12-23,POS Indonesia,Batam,Nongsa,Same Day,3,3,Ontime
38866,293,2023-04-29,JNE,Bekasi,Jatiasih,Reguler,5,5,Ontime
303713,189,2023-04-11,Ninja Xpress,Bandung,Cibiru,Next Day,4,4,Ontime
544482,293,2022-09-21,SiCepat,Yogyakarta,Mantrijeron,Express,1,3,Ontime
954553,221,2022-08-14,SiCepat,Bekasi,Jatiwaringin,Reguler,3,5,Ontime
870676,121,2022-11-06,SiCepat,Bandar Lampung,Sukabumi,Reguler,5,4,Ontime
341638,217,2022-07-24,Ninja Xpress,Denpasar,Denpasar Selatan,Reguler,5,3,Ontime
778715,249,2022-11-12,J&T Express,Bandar Lampung,Enggal,Next Day,3,5,Ontime
43123,269,2023-01-04,POS Indonesia,Bekasi,Bekasi Utara,Same Day,3,4,Ontime
142742,130,2023-02-04,JNE,Depok,Bojongsari,Reguler,1,2,Ontime
350518,283,2022-08-11,J&T Express,Pekanbaru,Tenayan Raya,Reguler,5,5,Ontime
15773,250,2022-06-21,POS Indonesia,Jakarta,Kramat Jati,Same Day,3,4,Ontime
399370,114,2022-08-18,POS Indonesia,Palembang,Jakabaring,Reguler,2,1,Ontime
582534,178,2023-04-10,SiCepat,Padang,Padang Barat,Reguler,1,2,Ontime
304665,118,2023-04-30,J&T Express,Bekasi,Bekasi Timur,Same Day,1,3,Ontime
399357,174,2022-06-19,Ninja Xpress,Makassar,Makassar City,Next Day,1,3,Ontime
307603,140,2022-09-05,POS Indonesia,Yogyakarta,Pakualaman,Reguler,1,5,Ontime
703987,158,2022-12-13,SiCepat,Batam,Bulang,Next Day,1,3,Ontime
598961,152,2022-09-30,POS Indonesia,Jakarta,Kebayoran Baru,Next Day,3,5,Ontime
167374,207,2022-12-28,JNE,Medan,Medan Kota,Reguler,5,1,Ontime
845814,217,2022-07-10,SiCepat,Bekasi,Bantargebang,Reguler,1,2,Ontime
587526,215,2022-07-16,Ninja Xpress,Pontianak,Pontianak Kota,Reguler,5,3,Ontime
167253,142,2023-04-12,J&T Express,Batam,Sekupang,Reguler,4,2,Ontime
62872,292,2022-11-29,POS Indonesia,Makassar,Batu,Same Day,1,5,Ontime
213159,156,2022-10-31,SiCepat,Batam,Lubuk Baja,Reguler,5,5,Ontime
944538,232,2023-05-31,JNE,Malang,Klojen,Reguler,2,5,Ontime
967626,268,2022-07-28,Ninja Xpress,Tangerang,Pinang,Same Day,2,4,Ontime
172074,256,2022-06-20,JNE,Padang,Pauh,Express,3,2,Ontime
903895,177,2023-03-27,SiCepat,Bekasi,Jati Sampurna,Reguler,5,3,Ontime
155965,186,2023-06-02,POS Indonesia,Surakarta,Gemolong,Reguler,4,3,Ontime
428761,163,2023-01-25,SiCepat,Surabaya,Wiyung,Next Day,1,3,Ontime
20552,243,2022-11-01,JNE,Pontianak,Pontianak Barat,Same Day,5,2,Ontime
710378,208,2022-09-04,Ninja Xpress,Bandar Lampung,Kemiling,Same Day,3,3,Ontime
349883,152,2022-09-06,SiCepat,Semarang,Tembalang,Reguler,5,2,Ontime
254760,216,2023-04-25,POS Indonesia,Depok,Sawangan,Reguler,1,5,Ontime
720340,135,2023-02-07,J&T Express,Depok,Tapos,Same Day,5,1,Ontime
451326,243,2023-04-15,Ninja Xpress,Malang,Lawang,Next Day,2,1,Ontime
305785,254,2023-01-17,J&T Express,Palembang,Sukabangun,Next Day,1,2,Ontime
959674,225,2023-02-01,JNE,Medan,Medan Polonia,Reguler,4,1,Ontime
323132,138,2022-06-24,JNE,Palembang,Ilir Timur Tiga,Reguler,4,1,Ontime
672574,265,2023-05-20,POS Indonesia,Depok,Tapos,Reguler,5,4,Ontime
670657,273,2022-07-15,Ninja Xpress,Surakarta,Tawangmangu,Same Day,5,3,Ontime
778692,214,2023-04-24,Ninja Xpress,Bandar Lampung,Tanjung Karang Barat,Express,5,5,Ontime
239396,182,2022-07-13,J&T Express,Bandar Lampung,Labuhan Ratu,Same Day,1,5,Ontime
498952,235,2023-06-01,Ninja Xpress,Surabaya,Wiyung,Next Day,5,2,Ontime
345765,290,2023-03-12,SiCepat,Pontianak,Pontianak Barat,Reguler,1,1,Ontime
891557,246,2022-06-20,Ninja Xpress,Depok,Cilodong,Next Day,3,2,Ontime
591067,250,2023-01-23,SiCepat,Makassar,Makassar Selatan,Express,3,1,Ontime
906494,279,2022-11-02,SiCepat,Yogyakarta,Sewon,Same Day,2,3,Ontime
905777,272,2022-12-08,POS Indonesia,Jakarta,Tebet,Same Day,4,1,Ontime
875475,144,2022-12-31,SiCepat,Pekanbaru,Rumbai,Next Day,1,2,Ontime
408676,290,2022-09-13,J&T Express,Denpasar,Kedonganan,Same Day,5,4,Ontime
300982,219,2023-05-20,POS Indonesia,Pontianak,Pontianak Selatan,Reguler,5,2,Ontime
682398,206,2023-04-16,Ninja Xpress,Bogor,Jonggol,Same Day,4,3,Ontime
239469,168,2023-04-05,Ninja Xpress,Bekasi,Pondok Melati,Next Day,1,4,Ontime
825931,282,2022-08-18,SiCepat,Bandar Lampung,Kemiling,Reguler,1,2,Ontime
278958,115,2022-07-11,Ninja Xpress,Surakarta,Pasarsragen,Next Day,1,2,Ontime
799022,118,2022-09-28,Ninja Xpress,Jakarta,Senen,Next Day,4,4,Ontime
772801,150,2023-02-07,SiCepat,Depok,Cilodong,Same Day,2,3,Ontime
428150,190,2022-08-25,SiCepat,Medan,Medan Area,Reguler,5,4,Ontime
790820,185,2022-09-17,Ninja Xpress,Bogor,Babakan Madang,Same Day,4,3,Ontime
58181,176,2022-07-25,SiCepat,Bogor,Bogor Barat,Express,5,5,Ontime
67687,236,2022-07-06,SiCepat,Bandung,Mandalajati,Same Day,4,3,Ontime
673196,267,2023-03-02,POS Indonesia,Padang,Koto Tangah,Same Day,2,2,Ontime
545537,141,2023-03-13,POS Indonesia,Padang,Bungus Teluk Kabung,Express,4,3,Ontime
839226,284,2022-07-02,Ninja Xpress,Jakarta,Menteng,Express,5,5,Ontime
535080,135,2022-10-14,SiCepat,Surabaya,Tambaksari,Next Day,3,3,Ontime
36659,252,2022-12-03,Ninja Xpress,Malang,Blimbing,Same Day,5,2,Ontime
374131,269,2022-12-31,POS Indonesia,Malang,Lowokwaru,Express,1,1,Ontime
154903,207,2023-02-26,JNE,Depok,Mekarsari,Reguler,1,1,Ontime
543747,199,2022-12-13,POS Indonesia,Surabaya,Genteng,Next Day,2,4,Ontime
271113,124,2022-12-10,J&T Express,Makassar,Bonto,Next Day,3,1,Ontime
166029,260,2022-10-29,J&T Express,Pontianak,Pontianak Barat,Same Day,5,4,Ontime
898997,137,2022-09-15,JNE,Makassar,Panakkukang,Same Day,5,3,Ontime
515985,245,2023-05-11,SiCepat,Medan,Medan Denai,Express,5,3,Ontime
733943,180,2022-12-21,J&T Express,Tangerang,Pasar Kemis,Express,3,1,Ontime
481054,137,2022-07-02,J&T Express,Jakarta,Sawah Besar,Express,1,4,Ontime
618608,175,2022-12-28,J&T Express,Yogyakarta,Wirobrajan,Express,2,1,Ontime
362561,255,2023-06-07,POS Indonesia,Bandung,Cibeunying Kidul,Express,3,4,Ontime
784766,121,2022-12-02,SiCepat,Padang,Bungus Teluk Kabung,Same Day,3,5,Ontime
782968,217,2022-09-08,SiCepat,Batam,Sagulung,Express,4,3,Ontime
850230,153,2022-12-29,JNE,Padang,Koto Tangah,Express,5,4,Ontime
857662,271,2022-08-15,Ninja Xpress,Surabaya,Semampir,Express,3,5,Ontime
431202,207,2023-03-12,Ninja Xpress,Bogor,Babakan Madang,Reguler,4,4,Ontime
577412,202,2023-01-11,POS Indonesia,Bogor,Leuwiliang,Reguler,2,3,Ontime
144321,132,2023-01-31,Ninja Xpress,Pekanbaru,Rumbai,Same Day,3,2,Ontime
606569,111,2023-02-22,Ninja Xpress,Denpasar,Tuban,Next Day,1,3,Ontime
219046,221,2023-06-11,JNE,Jakarta,Sawah Besar,Reguler,3,1,Ontime
926578,200,2023-04-09,JNE,Tangerang,Legok,Express,3,5,Ontime
98952,112,2022-10-02,Ninja Xpress,Batam,Galang,Express,2,3,Ontime
89582,236,2022-10-09,POS Indonesia,Yogyakarta,Wirobrajan,Reguler,5,5,Ontime
187572,152,2023-01-27,Ninja Xpress,Bandar Lampung,Tanjung Karang Barat,Express,1,3,Ontime
932455,259,2022-10-20,POS Indonesia,Bogor,Bogor Timur,Next Day,5,3,Ontime
812666,287,2023-02-09,JNE,Jakarta,Kebayoran Baru,Reguler,4,1,Ontime
409023,155,2022-08-31,JNE,Bandung,Cibeunying Kaler,Next Day,4,2,Ontime
286169,131,2022-09-03,SiCepat,Padang,Padang Timur,Same Day,2,3,Ontime
118630,300,2023-04-03,Ninja Xpress,Bogor,Bogor Selatan,Reguler,4,1,Ontime
919082,166,2022-12-21,POS Indonesia,Bandung,Buahbatu,Express,3,3,Ontime
824025,143,2022-09-25,SiCepat,Surabaya,Lakarsantri,Express,4,5,Ontime
360705,166,2022-10-03,Ninja Xpress,Yogyakarta,Pakualaman,Reguler,1,1,Ontime
471711,126,2023-02-26,JNE,Bandar Lampung,Tanjung Karang Timur,Express,3,4,Ontime
44837,274,2023-01-27,Ninja Xpress,Batam,Bulang,Same Day,4,1,Ontime
738968,156,2022-11-03,JNE,Bekasi,Bekasi Utara,Reguler,2,2,Ontime
108122,246,2022-11-13,POS Indonesia,Bandar Lampung,Tanjung Karang Timur,Reguler,3,4,Ontime
638780,201,2023-01-16,POS Indonesia,Surakarta,Kartasura,Same Day,1,2,Ontime
811993,139,2023-04-13,SiCepat,Medan,Medan Johor,Same Day,3,4,Ontime
933520,281,2023-02-24,J&T Express,Palembang,Bukit Kecil,Next Day,4,2,Ontime
832389,210,2023-02-07,Ninja Xpress,Semarang,Tugu Mulyo,Reguler,4,4,Ontime
105381,205,2022-08-12,SiCepat,Denpasar,Denpasar Timur,Reguler,4,4,Ontime
350118,271,2023-05-12,JNE,Palembang,Seberang Ulu I,Next Day,3,5,Ontime
594769,268,2023-03-09,POS Indonesia,Palembang,Jakabaring,Next Day,2,2,Ontime
613761,239,2022-09-23,Ninja Xpress,Semarang,Semarang Tengah,Reguler,2,4,Ontime
782761,227,2023-05-10,POS Indonesia,Tangerang,Larangan,Reguler,4,4,Ontime
822001,220,2022-12-18,POS Indonesia,Bogor,Babakan Madang,Next Day,4,3,Ontime
462566,140,2023-04-08,SiCepat,Denpasar,Renon,Express,2,1,Ontime
609063,189,2022-09-21,SiCepat,Pontianak,Pontianak Kota,Same Day,2,2,Ontime
525222,256,2022-08-22,J&T Express,Pekanbaru,Tenayan Raya,Express,2,3,Ontime
558328,124,2022-10-17,SiCepat,Makassar,Manggala,Reguler,5,4,Ontime
117971,158,2022-09-11,Ninja Xpress,Malang,Ngajung,Next Day,5,2,Ontime
167730,270,2022-09-02,Ninja Xpress,Yogyakarta,Prawirotaman,Express,4,5,Ontime
107747,261,2022-08-26,Ninja Xpress,Denpasar,Benoa,Next Day,5,4,Ontime
811701,116,2023-02-23,POS Indonesia,Padang,Koto Tangah,Next Day,1,3,Ontime
503860,188,2023-01-06,Ninja Xpress,Denpasar,Kedonganan,Same Day,3,5,Ontime
837427,143,2022-10-23,SiCepat,Bogor,Bogor Selatan,Express,2,4,Ontime
441054,247,2023-04-05,SiCepat,Tangerang,Pondok Aren,Reguler,3,2,Ontime
188347,181,2022-06-15,POS Indonesia,Tangerang,Larangan,Express,2,2,Ontime
611367,138,2023-02-20,POS Indonesia,Bogor,Bogor Timur,Express,5,4,Ontime
856888,291,2023-02-27,Ninja Xpress,Bandung,Bandung Wetan,Reguler,5,1,Ontime
581902,150,2023-06-11,SiCepat,Batam,Galang,Express,1,3,Ontime
110373,262,2022-11-10,Ninja Xpress,Surabaya,Bulak,Next Day,3,3,Ontime
585457,159,2022-10-31,JNE,Padang,Bungus Teluk Kabung,Reguler,2,5,Ontime
480985,189,2022-08-12,J&T Express,Makassar,Makassar Selatan,Reguler,4,4,Ontime
557131,293,2023-06-08,J&T Express,Pontianak,Pontianak Tenggara,Same Day,4,5,Ontime
830928,289,2022-10-20,J&T Express,Denpasar,Serangan,Reguler,5,5,Ontime
348080,195,2023-02-10,Ninja Xpress,Surabaya,Sukolilo,Same Day,3,2,Ontime
307494,166,2023-01-29,J&T Express,Pekanbaru,Sail,Reguler,4,3,Ontime
83404,221,2023-03-08,Ninja Xpress,Depok,Mekarsari,Express,2,2,Ontime
650844,167,2022-11-24,SiCepat,Bogor,Gunung Putri,Express,5,4,Ontime
90353,123,2023-01-07,J&T Express,Pekanbaru,Bukit Raya,Same Day,2,2,Ontime
91319,182,2022-08-15,J&T Express,Bandung,Cidadap,Next Day,5,2,Ontime
797747,246,2022-11-15,Ninja Xpress,Surabaya,Sukolilo,Express,4,3,Ontime
582105,200,2022-11-28,JNE,Bandar Lampung,Tanjung Karang Barat,Next Day,4,3,Ontime
506103,280,2023-01-03,JNE,Depok,Beji,Next Day,5,1,Ontime
752876,130,2023-05-21,J&T Express,Bandung,Cinambo,Next Day,2,2,Ontime
827782,146,2023-05-04,JNE,Semarang,Tugu Mulyo,Same Day,2,5,Ontime
668348,253,2023-03-11,JNE,Padang,Lubuk Begalung,Express,4,4,Ontime
366426,157,2022-12-15,SiCepat,Medan,Medan Kota,Same Day,3,4,Ontime
268905,277,2022-07-19,SiCepat,Surakarta,Pasarsragen,Next Day,3,5,Ontime
747231,157,2022-08-21,JNE,Padang,Bungus Teluk Kabung,Express,5,1,Ontime
10572,138,2023-02-24,SiCepat,Semarang,Semarang Tengah,Express,1,3,Ontime
109087,248,2022-10-11,POS Indonesia,Jakarta,Cipayung,Express,1,2,Ontime
127390,280,2022-09-10,Ninja Xpress,Bekasi,Pondok Melati,Express,5,5,Ontime
534240,120,2022-09-11,JNE,Denpasar,Denpasar Tengah,Reguler,3,4,Ontime
362706,150,2022-08-22,J&T Express,Bekasi,Bekasi Jaya,Express,2,1,Ontime
252695,210,2023-02-23,SiCepat,Padang,Lubuk Kilangan,Same Day,2,1,Ontime
420591,176,2022-10-24,JNE,Medan,Medan Timur,Reguler,5,5,Ontime
363072,165,2022-10-26,J&T Express,Batam,Sei Beduk,Same Day,4,4,Ontime
416120,230,2022-08-12,SiCepat,Surakarta,Laweyan,Same Day,2,3,Ontime
605847,133,2023-05-15,JNE,Padang,Kuranji,Same Day,4,3,Ontime
243403,225,2023-03-06,Ninja Xpress,Bandar Lampung,Rajabasa,Reguler,1,5,Ontime
658007,286,2022-12-17,JNE,Malang,Kedungkandang,Express,1,3,Ontime
337987,224,2022-06-30,POS Indonesia,Bogor,Gunung Putri,Next Day,3,4,Ontime
220213,259,2023-01-06,SiCepat,Jakarta,Kemayoran,Next Day,2,2,Ontime
511764,291,2023-02-20,J&T Express,Surakarta,Jatipuro,Reguler,4,4,Ontime
998398,263,2023-02-22,Ninja Xpress,Makassar,Makassar City,Reguler,5,5,Ontime
406404,205,2023-03-02,JNE,Padang,Padang Barat,Next Day,4,3,Ontime
919041,184,2023-01-24,POS Indonesia,Surakarta,Batuwarno,Same Day,1,1,Ontime
143947,123,2022-11-27,Ninja Xpress,Batam,Nongsa,Express,3,5,Ontime
309433,270,2023-01-22,Ninja Xpress,Pontianak,Pontianak Utara,Express,1,5,Ontime
